  _Vind,_kias |   _Vind,_keas |   Vtrue,_ktas |   Vtrue,_ktgs |   _Vind,__mph |   Vtrue,mphas |   Vtrue,mphgs |   ____M,_ftlb |   ____L,_ftlb |   ____N,_ftlb |   ____Q,rad/s |   ____P,rad/s |   ____R,rad/s |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag |   alpha,__deg |   _beta,__deg |   hpath,__deg |   vpath,__deg |   _slip,__deg |   __lat,__deg |   __lon,__deg |   __alt,ftmsl |   __alt,ftagl |   ___on,runwy |   __alt,__ind |   __lat,orign |   __lon,orign |   ____X,____m |   ____Y,____m |   ____Z,____m |   ___vX,__m/s |   ___vY,__m/s |   ___vZ,__m/s |   _dist,___ft |   _dist,___nm | 
    145.98766 |     145.01598 |     145.78273 |     145.52827 |     167.99960 |     167.76378 |     167.76378 |  -38096.04688 |  -14017.86328 |    9265.14746 |       0.01263 |       0.02664 |      -0.00134 |       1.54729 |       0.20047 |      56.72837 |      55.34354 |       4.93492 |      -0.06302 |      56.77236 |      -3.38577 |       0.05163 |      51.94285 |       4.40527 |     359.82428 |     342.39804 |       1.00000 |     374.72610 |      51.50000 |       4.00000 |   27811.13672 |    -142.07155 |  -49374.86719 |      62.37744 |      -5.02403 |     -41.33258 |   54493.60938 |       8.96849 | 
    145.83478 |     144.86781 |     145.63069 |     145.38107 |     167.82367 |     167.58881 |     167.58879 |  -39444.96484 |  -20698.92578 |   10142.19336 |       0.01172 |       0.02457 |      -0.00109 |       1.61681 |       0.34642 |      56.72189 |      55.33703 |       4.97341 |      -0.08344 |      56.77353 |      -3.35495 |       0.04030 |      51.94288 |       4.40536 |     358.37656 |     340.91248 |       1.00000 |     373.19791 |      51.50000 |       4.00000 |   27817.38086 |    -142.57208 |  -49379.00391 |      62.31531 |      -4.97866 |     -41.28989 |   54518.18359 |       8.97254 | 
    145.68202 |     144.71925 |     145.47830 |     145.23373 |     167.64789 |     167.41345 |     167.41345 |  -50818.00391 |  -40114.28125 |   10007.69043 |       0.01055 |       0.02086 |      -0.00083 |       1.68001 |       0.47523 |      56.71706 |      55.33217 |       5.00418 |      -0.10216 |      56.77599 |      -3.32278 |       0.02740 |      51.94292 |       4.40545 |     356.94940 |     339.38766 |       1.00000 |     371.68204 |      51.50000 |       4.00000 |   27823.59570 |    -143.06609 |  -49383.12109 |      62.25406 |      -4.93160 |     -41.24577 |   54542.63672 |       8.97656 | 
    145.52855 |     144.56950 |     145.32474 |     145.08531 |     167.47127 |     167.23672 |     167.23672 |  -70308.19531 |  -45914.91797 |   10277.16211 |       0.00906 |       0.01599 |      -0.00055 |       1.73571 |       0.57873 |      56.71382 |      55.32890 |       5.02618 |      -0.11825 |      56.77961 |      -3.28935 |       0.01316 |      51.94296 |       4.40555 |     355.53461 |     337.94058 |       1.00000 |     370.16989 |      51.50000 |       4.00000 |   27829.81641 |    -143.55640 |  -49387.24219 |      62.19318 |      -4.88293 |     -41.20010 |   54567.12109 |       8.98059 | 
    145.37454 |     144.41878 |     145.17026 |     144.93590 |     167.29404 |     167.05896 |     167.05896 |  -68662.76563 |  -46289.54688 |   10687.20703 |       0.00744 |       0.01075 |      -0.00025 |       1.78236 |       0.65266 |      56.71221 |      55.32726 |       5.03941 |      -0.13105 |      56.78418 |      -3.25615 |      -0.00164 |      51.94299 |       4.40564 |     354.13339 |     336.65997 |       1.00000 |     368.66342 |      51.50000 |       4.00000 |   27836.04102 |    -144.04259 |  -49391.36328 |      62.13255 |      -4.83463 |     -41.15311 |   54591.61328 |       8.98462 | 
    145.21732 |     144.26454 |     145.01225 |     144.78291 |     167.11311 |     166.87712 |     166.87712 |  -85133.92188 |  -56194.46484 |   10124.83008 |       0.00555 |       0.00474 |       0.00005 |       1.81960 |       0.69552 |      56.71227 |      55.32729 |       5.04308 |      -0.14006 |      56.78945 |      -3.22275 |      -0.01692 |      51.94303 |       4.40573 |     352.72141 |     335.21350 |       1.00000 |     367.13641 |      51.50000 |       4.00000 |   27842.37891 |    -144.53316 |  -49395.56250 |      62.07089 |      -4.78602 |     -41.10438 |   54616.55078 |       8.98873 | 
    145.06653 |     144.11613 |     144.86018 |     144.63541 |     166.93959 |     166.70213 |     166.70213 |  -81742.11719 |  -60715.48828 |    9263.01465 |       0.00365 |      -0.00189 |       0.00032 |       1.84456 |       0.70047 |      56.71381 |      55.32880 |       5.03748 |      -0.14413 |      56.79469 |      -3.19225 |      -0.03163 |      51.94307 |       4.40582 |     351.38010 |     333.83536 |       1.00000 |     365.68161 |      51.50000 |       4.00000 |   27848.46094 |    -144.99974 |  -49399.58984 |      62.01153 |      -4.74147 |     -41.05721 |   54640.48047 |       8.99267 | 
    144.93654 |     143.98907 |     144.73032 |     144.50912 |     166.78999 |     166.55269 |     166.55267 |  -79065.50781 |  -60140.25000 |    8463.43164 |       0.00210 |      -0.00759 |       0.00053 |       1.85738 |       0.67418 |      56.71621 |      55.33118 |       5.02617 |      -0.14372 |      56.79910 |      -3.16807 |      -0.04362 |      51.94310 |       4.40589 |     350.24594 |     332.71600 |       1.00000 |     364.43442 |      51.50000 |       4.00000 |   27853.64844 |    -145.39470 |  -49403.02344 |      61.96065 |      -4.70591 |     -41.01689 |   54660.89453 |       8.99603 | 
    144.72401 |     143.78175 |     144.51785 |     144.30186 |     166.54543 |     166.30818 |     166.30815 |  -74074.54688 |  -43714.99219 |    7037.14990 |      -0.00034 |      -0.01520 |       0.00084 |       1.86260 |       0.57820 |      56.72198 |      55.33692 |       4.99621 |      -0.13598 |      56.80586 |      -3.13267 |      -0.06061 |      51.94315 |       4.40602 |     348.40793 |     330.90479 |       1.00000 |     362.40817 |      51.50000 |       4.00000 |   27862.13672 |    -146.03554 |  -49408.64063 |      61.87674 |      -4.65325 |     -40.95122 |   54694.28516 |       9.00152 | 
    144.58017 |     143.63902 |     144.37164 |     144.15878 |     166.37990 |     166.13994 |     166.13995 |  -70383.89063 |  -34617.47266 |    5637.21973 |      -0.00192 |      -0.01919 |       0.00101 |       1.85576 |       0.48298 |      56.72709 |      55.34199 |       4.96877 |      -0.12624 |      56.80975 |      -3.11184 |      -0.06974 |      51.94318 |       4.40610 |     347.15213 |     329.68442 |       1.00000 |     361.04449 |      51.50000 |       4.00000 |   27867.98438 |    -146.47386 |  -49412.51172 |      61.81823 |      -4.62165 |     -40.90670 |   54717.28906 |       9.00531 | 
    144.40732 |     143.46864 |     144.19753 |     143.98773 |     166.18098 |     165.93956 |     165.93956 |  -66047.71875 |  -30984.86719 |    4025.36792 |      -0.00370 |      -0.02313 |       0.00115 |       1.83649 |       0.34373 |      56.73413 |      55.34901 |       4.92903 |      -0.11033 |      56.81318 |      -3.09105 |      -0.07815 |      51.94322 |       4.40621 |     345.66208 |     328.21509 |       1.00000 |     359.41293 |      51.50000 |       4.00000 |   27874.97266 |    -146.99440 |  -49417.13672 |      61.74739 |      -4.58930 |     -40.85476 |   54744.78516 |       9.00983 | 
    144.22971 |     143.29396 |     144.01848 |     143.81116 |     165.97659 |     165.73351 |     165.73351 |  -60731.47266 |  -21732.05078 |    2044.14233 |      -0.00542 |      -0.02641 |       0.00124 |       1.80488 |       0.17533 |      56.74219 |      55.35703 |       4.88150 |      -0.08949 |      56.81499 |      -3.07481 |      -0.08408 |      51.94327 |       4.40631 |     344.13153 |     326.73416 |       1.00000 |     357.74280 |      51.50000 |       4.00000 |   27882.19336 |    -147.52950 |  -49421.91016 |      61.67297 |      -4.56273 |     -40.80295 |   54773.19141 |       9.01451 | 
    144.08430 |     143.14986 |     143.87100 |     143.66502 |     165.80927 |     165.56380 |     165.56380 |  -38847.04297 |    8779.75098 |    1204.17554 |      -0.00653 |      -0.02713 |       0.00126 |       1.77087 |       0.02429 |      56.74918 |      55.36399 |       4.83921 |      -0.06982 |      56.81517 |      -3.06630 |      -0.08587 |      51.94330 |       4.40640 |     342.86710 |     325.44431 |       1.00000 |     356.37900 |      51.50000 |       4.00000 |   27888.17969 |    -147.97179 |  -49425.87500 |      61.61044 |      -4.54717 |     -40.76145 |   54796.75000 |       9.01838 | 
    143.94171 |     143.00887 |     143.72668 |     143.52151 |     165.64517 |     165.39774 |     165.39774 |  -36358.97656 |   39295.10547 |     898.54675 |      -0.00737 |      -0.02333 |       0.00128 |       1.73234 |      -0.11297 |      56.75627 |      55.37105 |       4.79639 |      -0.05068 |      56.81460 |      -3.06188 |      -0.08329 |      51.94334 |       4.40649 |     341.62326 |     324.27240 |       1.00000 |     355.04352 |      51.50000 |       4.00000 |   27894.08203 |    -148.40700 |  -49429.77734 |      61.54847 |      -4.53700 |     -40.72145 |   54819.96484 |       9.02221 | 
    143.79999 |     142.86931 |     143.58379 |     143.37866 |     165.48207 |     165.23328 |     165.23326 |   -3967.57715 |   39393.32422 |    -117.86440 |      -0.00771 |      -0.01917 |       0.00127 |       1.69055 |      -0.22760 |      56.76349 |      55.37824 |       4.75566 |      -0.03228 |      56.81283 |      -3.06288 |      -0.07895 |      51.94337 |       4.40657 |     340.38116 |     323.07254 |       1.00000 |     353.71719 |      51.50000 |       4.00000 |   27899.97656 |    -148.84161 |  -49433.67969 |      61.48588 |      -4.53388 |     -40.68289 |   54843.16016 |       9.02602 | 
    143.66565 |     142.73718 |     143.44850 |     143.24289 |     165.32748 |     165.07759 |     165.07759 |   -1343.19653 |   44171.90625 |    -792.77338 |      -0.00777 |      -0.01494 |       0.00125 |       1.64998 |      -0.31529 |      56.77034 |      55.38507 |       4.72030 |      -0.01576 |      56.81023 |      -3.06810 |      -0.07368 |      51.94341 |       4.40665 |     339.19406 |     321.92947 |       1.00000 |     352.45987 |      51.50000 |       4.00000 |   27905.60547 |    -149.25694 |  -49437.40234 |      61.42574 |      -4.53640 |     -40.64716 |   54865.30469 |       9.02967 | 
    143.52338 |     142.59790 |     143.30589 |     143.09929 |     165.16376 |     164.91348 |     164.91351 |    1266.48145 |   50190.28125 |   -1215.68799 |      -0.00776 |      -0.00971 |       0.00121 |       1.60671 |      -0.38177 |      56.77750 |      55.39220 |       4.68606 |      -0.00000 |      56.80687 |      -3.07719 |      -0.06675 |      51.94344 |       4.40674 |     337.92917 |     320.67017 |       1.00000 |     351.12778 |      51.50000 |       4.00000 |   27911.58594 |    -149.69936 |  -49441.35938 |      61.36167 |      -4.54367 |     -40.61000 |   54888.83594 |       9.03354 | 
    143.39281 |     142.47026 |     143.17516 |     142.96719 |     165.01350 |     164.76303 |     164.76303 |    2473.44189 |   30648.82227 |   -2269.12988 |      -0.00772 |      -0.00605 |       0.00115 |       1.56679 |      -0.42004 |      56.78394 |      55.39861 |       4.65732 |       0.01303 |      56.80316 |      -3.08843 |      -0.06021 |      51.94347 |       4.40682 |     336.75513 |     319.45581 |       1.00000 |     349.90421 |      51.50000 |       4.00000 |   27917.11914 |    -150.10983 |  -49445.02344 |      61.30229 |      -4.55405 |     -40.57643 |   54910.60938 |       9.03712 | 
    143.26971 |     142.35016 |     143.05209 |     142.84256 |     164.87184 |     164.62141 |     164.62141 |    3669.87891 |   20207.78125 |   -3082.52100 |      -0.00766 |      -0.00383 |       0.00108 |       1.52914 |      -0.44289 |      56.78976 |      55.40440 |       4.63256 |       0.02438 |      56.79929 |      -3.10142 |      -0.05434 |      51.94350 |       4.40690 |     335.63629 |     318.35077 |       1.00000 |     348.74893 |      51.50000 |       4.00000 |   27922.37109 |    -150.50081 |  -49448.50000 |      61.24598 |      -4.56687 |     -40.54513 |   54931.26953 |       9.04052 | 
    143.13412 |     142.21889 |     142.91762 |     142.70589 |     164.71582 |     164.46667 |     164.46664 |   15105.57129 |   24758.61328 |   -3327.07813 |      -0.00741 |      -0.00062 |       0.00100 |       1.48831 |      -0.45264 |      56.79575 |      55.41037 |       4.60927 |       0.03513 |      56.79512 |      -3.11903 |      -0.04707 |      51.94354 |       4.40698 |     334.39450 |     317.24606 |       1.00000 |     347.47357 |      51.50000 |       4.00000 |   27928.17188 |    -150.93448 |  -49452.33984 |      61.18428 |      -4.58524 |     -40.51069 |   54954.08203 |       9.04428 | 
    142.99161 |     142.08235 |     142.77769 |     142.56329 |     164.55180 |     164.30565 |     164.30565 |   16165.33398 |   22615.13477 |   -3757.78247 |      -0.00705 |       0.00156 |       0.00089 |       1.44712 |      -0.44891 |      56.80150 |      55.41610 |       4.58936 |       0.04487 |      56.79066 |      -3.14040 |      -0.03968 |      51.94357 |       4.40707 |     333.07507 |     316.01797 |       1.00000 |     346.12912 |      51.50000 |       4.00000 |   27934.29297 |    -151.39491 |  -49456.39453 |      61.11981 |      -4.60819 |     -40.47483 |   54978.17578 |       9.04824 | 
    142.85023 |     141.94873 |     142.64066 |     142.42320 |     164.38911 |     164.14793 |     164.14793 |   16648.67188 |   10540.62695 |   -4357.16309 |      -0.00666 |       0.00312 |       0.00077 |       1.40809 |      -0.43411 |      56.80658 |      55.42115 |       4.57391 |       0.05294 |      56.78637 |      -3.16403 |      -0.03228 |      51.94361 |       4.40716 |     331.74826 |     314.85413 |       1.00000 |     344.79068 |      51.50000 |       4.00000 |   27940.40625 |    -151.85750 |  -49460.44141 |      61.05654 |      -4.63408 |     -40.43946 |   55002.22266 |       9.05220 | 
    142.71033 |     141.81863 |     142.50714 |     142.28630 |     164.22812 |     163.99431 |     163.99428 |   26868.04688 |    4737.25977 |   -4777.01563 |      -0.00612 |       0.00383 |       0.00064 |       1.37172 |      -0.41354 |      56.81092 |      55.42545 |       4.56355 |       0.05958 |      56.78233 |      -3.19008 |      -0.02530 |      51.94365 |       4.40725 |     330.41501 |     314.11041 |       1.00000 |     343.45889 |      51.50000 |       4.00000 |   27946.49805 |    -152.32188 |  -49464.47656 |      60.99480 |      -4.66311 |     -40.40470 |   55026.21484 |       9.05615 | 
    142.57068 |     141.69142 |     142.37653 |     142.15195 |     164.06741 |     163.84398 |     163.84399 |   37404.13281 |   15832.91895 |   -4558.15137 |      -0.00540 |       0.00536 |       0.00051 |       1.33883 |      -0.38716 |      56.81447 |      55.42897 |       4.55920 |       0.06450 |      56.77882 |      -3.21863 |      -0.01783 |      51.94368 |       4.40734 |     329.06323 |     313.42914 |       1.00000 |     342.12103 |      51.50000 |       4.00000 |   27952.62305 |    -152.79224 |  -49468.53516 |      60.93451 |      -4.69537 |     -40.37008 |   55050.31641 |       9.06012 | 
    142.42871 |     141.56538 |     142.24699 |     142.01825 |     163.90404 |     163.69492 |     163.69490 |   36632.95313 |    4919.87842 |   -4801.00391 |      -0.00452 |       0.00628 |       0.00037 |       1.31008 |      -0.35183 |      56.81725 |      55.43172 |       4.56145 |       0.06773 |      56.77557 |      -3.24964 |      -0.01045 |      51.94372 |       4.40743 |     327.66586 |     312.78293 |       1.00000 |     340.74982 |      51.50000 |       4.00000 |   27958.89453 |    -153.27788 |  -49472.69141 |      60.87468 |      -4.73072 |     -40.33532 |   55075.00000 |       9.06418 | 
    142.28984 |     141.44539 |     142.12352 |     141.89055 |     163.74423 |     163.55283 |     163.55283 |   36070.97266 |    4806.30029 |   -4657.14404 |      -0.00366 |       0.00719 |       0.00024 |       1.28674 |      -0.31158 |      56.81917 |      55.43362 |       4.56954 |       0.06917 |      56.77288 |      -3.28105 |      -0.00351 |      51.94376 |       4.40753 |     326.27234 |     312.02893 |       1.00000 |     339.39447 |      51.50000 |       4.00000 |   27965.08789 |    -153.76164 |  -49476.79297 |      60.81782 |      -4.76671 |     -40.30167 |   55099.37500 |       9.06819 | 
    142.16219 |     141.33817 |     142.01300 |     141.77600 |     163.59732 |     163.42564 |     163.42563 |   35116.64453 |    -621.97095 |   -4631.89209 |      -0.00288 |       0.00729 |       0.00011 |       1.26943 |      -0.27200 |      56.82022 |      55.43464 |       4.58171 |       0.06925 |      56.77074 |      -3.31049 |       0.00222 |      51.94379 |       4.40761 |     324.96368 |     311.32431 |       1.00000 |     338.13400 |      51.50000 |       4.00000 |   27970.85156 |    -154.21544 |  -49480.61328 |      60.76700 |      -4.80056 |     -40.27118 |   55122.04688 |       9.07192 | 
    142.02907 |     141.23016 |     141.90160 |     141.66022 |     163.44414 |     163.29744 |     163.29744 |   44174.94141 |    6936.78027 |   -4209.68652 |      -0.00184 |       0.00738 |      -0.00002 |       1.25649 |      -0.23059 |      56.82056 |      55.43495 |       4.60067 |       0.06811 |      56.76899 |      -3.34235 |       0.00775 |      51.94382 |       4.40770 |     323.57333 |     310.65482 |       1.00000 |     336.80124 |      51.50000 |       4.00000 |   27976.91797 |    -154.69702 |  -49484.63281 |      60.71590 |      -4.83739 |     -40.23991 |   55145.92188 |       9.07585 | 
    141.89780 |     141.12747 |     141.79550 |     141.54961 |     163.29308 |     163.17535 |     163.17534 |   52295.17188 |    2389.20337 |   -3907.21729 |      -0.00061 |       0.00802 |      -0.00013 |       1.25016 |      -0.18573 |      56.82017 |      55.43454 |       4.62670 |       0.06539 |      56.76781 |      -3.37467 |       0.01327 |      51.94386 |       4.40779 |     322.17087 |     309.91653 |       1.00000 |     335.46506 |      51.50000 |       4.00000 |   27982.97852 |    -155.18227 |  -49488.64844 |      60.66743 |      -4.87492 |     -40.20948 |   55169.78516 |       9.07978 | 
    141.76816 |     141.02979 |     141.69440 |     141.44394 |     163.14389 |     163.05901 |     163.05898 |   59835.21094 |   -2378.63037 |   -3589.52881 |       0.00081 |       0.00810 |      -0.00024 |       1.25151 |      -0.13895 |      56.81913 |      55.43347 |       4.66034 |       0.06144 |      56.76703 |      -3.40689 |       0.01784 |      51.94390 |       4.40788 |     320.75174 |     309.22778 |       1.00000 |     334.12003 |      51.50000 |       4.00000 |   27989.05078 |    -155.67271 |  -49492.67578 |      60.62137 |      -4.91243 |     -40.18005 |   55193.68359 |       9.08371 | 
    141.65903 |     140.95085 |     141.61281 |     141.35861 |     163.01830 |     162.96510 |     162.96510 |   67828.74219 |   -5076.01514 |   -3331.84717 |       0.00208 |       0.00767 |      -0.00032 |       1.25931 |      -0.10083 |      56.81776 |      55.43207 |       4.69472 |       0.05739 |      56.76666 |      -3.43344 |       0.02093 |      51.94393 |       4.40795 |     319.53967 |     308.44077 |       1.00000 |     332.96442 |      51.50000 |       4.00000 |   27994.19336 |    -156.09119 |  -49496.08203 |      60.58435 |      -4.94335 |     -40.15598 |   55213.92188 |       9.08704 | 
    141.50066 |     140.84048 |     141.49789 |     141.23828 |     162.83606 |     162.83287 |     162.83286 |   73941.77344 |   12185.84375 |   -1995.85425 |       0.00408 |       0.00855 |      -0.00042 |       1.28273 |      -0.04301 |      56.81506 |      55.42933 |       4.75601 |       0.04970 |      56.76697 |      -3.47124 |       0.02527 |      51.94397 |       4.40806 |     317.72440 |     307.21832 |       1.00000 |     331.24576 |      51.50000 |       4.00000 |   28001.82227 |    -156.71722 |  -49501.14063 |      60.53270 |      -4.98737 |     -40.12119 |   55243.94922 |       9.09198 | 
    141.37920 |     140.75714 |     141.41110 |     141.14748 |     162.69627 |     162.73300 |     162.73302 |   69684.02344 |    9978.54590 |   -1270.17175 |       0.00574 |       0.01011 |      -0.00047 |       1.31175 |       0.01137 |      56.81254 |      55.42679 |       4.81313 |       0.04176 |      56.76788 |      -3.49930 |       0.02845 |      51.94401 |       4.40815 |     316.27313 |     306.24860 |       1.00000 |     329.88885 |      51.50000 |       4.00000 |   28007.86523 |    -157.21721 |  -49505.14453 |      60.49420 |      -5.01993 |     -40.09423 |   55267.73438 |       9.09590 | 
    141.26552 |     140.68062 |     141.33134 |     141.06407 |     162.56546 |     162.64122 |     162.64122 |   75126.20313 |     -69.81645 |    -814.23053 |       0.00746 |       0.01067 |      -0.00050 |       1.34878 |       0.06878 |      56.80997 |      55.42419 |       4.87511 |       0.03309 |      56.76909 |      -3.52421 |       0.03010 |      51.94404 |       4.40824 |     314.87534 |     305.37534 |       1.00000 |     328.58450 |      51.50000 |       4.00000 |   28013.64063 |    -157.69836 |  -49508.97266 |      60.45912 |      -5.04871 |     -40.06909 |   55290.46875 |       9.09964 | 
    141.15192 |     140.60548 |     141.25288 |     140.98242 |     162.43472 |     162.55092 |     162.55093 |   69720.11719 |  -12397.57520 |    -600.23352 |       0.00909 |       0.00949 |      -0.00053 |       1.39583 |       0.12471 |      56.80722 |      55.42142 |       4.94421 |       0.02396 |      56.77058 |      -3.54624 |       0.02990 |      51.94408 |       4.40832 |     313.44128 |     304.31659 |       1.00000 |     327.24487 |      51.50000 |       4.00000 |   28019.52930 |    -158.19164 |  -49512.87500 |      60.42500 |      -5.07385 |     -40.04417 |   55313.64063 |       9.10345 | 
    141.03493 |     140.52940 |     141.17336 |     140.90005 |     162.30009 |     162.45940 |     162.45940 |   64706.30859 |  -20949.64648 |    -385.50674 |       0.01068 |       0.00747 |      -0.00055 |       1.45470 |       0.17385 |      56.80426 |      55.41842 |       5.02256 |       0.01453 |      56.77257 |      -3.56572 |       0.02845 |      51.94411 |       4.40841 |     311.92621 |     303.38269 |       1.00000 |     325.82501 |      51.50000 |       4.00000 |   28025.71289 |    -158.71242 |  -49516.97266 |      60.39092 |      -5.09569 |     -40.01855 |   55337.97656 |       9.10746 | 
    140.92654 |     140.45979 |     141.10036 |     140.82491 |     162.17537 |     162.37540 |     162.37540 |   59736.51953 |  -24248.46484 |    -186.86755 |       0.01208 |       0.00452 |      -0.00057 |       1.51879 |       0.20553 |      56.80139 |      55.41552 |       5.10155 |       0.00651 |      56.77469 |      -3.58064 |       0.02586 |      51.94415 |       4.40850 |     310.48288 |     302.38519 |       1.00000 |     324.47119 |      51.50000 |       4.00000 |   28031.57617 |    -159.20831 |  -49520.85938 |      60.36006 |      -5.11198 |     -39.99490 |   55361.05859 |       9.11126 | 
    140.82355 |     140.39392 |     141.03130 |     140.75456 |     162.05685 |     162.29591 |     162.29590 |   24422.05078 |  -15829.79590 |     371.49924 |       0.01288 |       0.00245 |      -0.00057 |       1.58700 |       0.22286 |      56.79861 |      55.41272 |       5.17881 |      -0.00050 |      56.77709 |      -3.58970 |       0.02335 |      51.94418 |       4.40858 |     309.07712 |     301.03983 |       1.00000 |     323.14899 |      51.50000 |       4.00000 |   28037.26953 |    -159.69110 |  -49524.62891 |      60.33148 |      -5.12100 |     -39.97237 |   55383.45313 |       9.11494 | 
    140.73021 |     140.33437 |     140.96873 |     140.69148 |     161.94943 |     162.22392 |     162.22392 |   20468.81250 |   -9686.71973 |     871.32495 |       0.01333 |       0.00133 |      -0.00056 |       1.65292 |       0.23160 |      56.79612 |      55.41020 |       5.24907 |      -0.00649 |      56.77951 |      -3.59406 |       0.02122 |      51.94421 |       4.40866 |     307.77325 |     299.18469 |       1.00000 |     321.91919 |      51.50000 |       4.00000 |   28042.54102 |    -160.13884 |  -49528.12109 |      60.30605 |      -5.12428 |     -39.95193 |   55404.20313 |       9.11836 | 
    140.63185 |     140.27188 |     140.90312 |     140.62589 |     161.83624 |     162.14842 |     162.14842 |    7458.97998 |  -20987.83203 |     756.15259 |       0.01352 |      -0.00026 |      -0.00053 |       1.72516 |       0.23444 |      56.79355 |      55.40761 |       5.32202 |      -0.01211 |      56.78202 |      -3.59478 |       0.01859 |      51.94425 |       4.40874 |     306.37540 |     297.34036 |       1.00000 |     320.59000 |      51.50000 |       4.00000 |   28048.18750 |    -160.61880 |  -49531.86328 |      60.27965 |      -5.12288 |     -39.93071 |   55426.43750 |       9.12202 | 
    140.52914 |     140.20694 |     140.83481 |     140.55818 |     161.71806 |     162.06982 |     162.06984 |   -6213.47412 |  -12533.83887 |    1207.40503 |       0.01356 |      -0.00179 |      -0.00050 |       1.80282 |       0.22749 |      56.79098 |      55.40501 |       5.39670 |      -0.01694 |      56.78464 |      -3.59183 |       0.01547 |      51.94428 |       4.40883 |     304.88849 |     295.33612 |       1.00000 |     319.16422 |      51.50000 |       4.00000 |   28054.19727 |    -161.12938 |  -49535.84375 |      60.25241 |      -5.11674 |     -39.90883 |   55450.08594 |       9.12591 | 
    140.42825 |     140.14311 |     140.76764 |     140.49219 |     161.60196 |     161.99251 |     161.99251 |   -8969.48828 |   18335.50977 |    2525.28174 |       0.01337 |      -0.00089 |      -0.00044 |       1.88008 |       0.21885 |      56.78867 |      55.40267 |       5.46696 |      -0.02153 |      56.78747 |      -3.58485 |       0.01337 |      51.94432 |       4.40892 |     303.39880 |     293.61243 |       1.00000 |     317.72534 |      51.50000 |       4.00000 |   28060.22852 |    -161.64101 |  -49539.83984 |      60.22608 |      -5.10556 |     -39.88725 |   55473.82031 |       9.12982 | 
    140.32985 |     140.08087 |     140.70203 |     140.42810 |     161.48871 |     161.91701 |     161.91701 |   -1320.50647 |   30023.06055 |    3520.50415 |       0.01329 |       0.00242 |      -0.00035 |       1.95626 |       0.22452 |      56.78680 |      55.40078 |       5.53412 |      -0.02722 |      56.79051 |      -3.57585 |       0.01252 |      51.94435 |       4.40901 |     301.91742 |     291.55588 |       1.00000 |     316.28409 |      51.50000 |       4.00000 |   28066.24023 |    -162.14993 |  -49543.82031 |      60.20072 |      -5.09191 |     -39.86602 |   55497.46484 |       9.13371 | 
    140.23351 |     140.01973 |     140.63756 |     140.36554 |     161.37784 |     161.84282 |     161.84282 |   -4193.68311 |   24171.08398 |    3955.13525 |       0.01322 |       0.00534 |      -0.00024 |       2.03226 |       0.24840 |      56.78554 |      55.39949 |       5.59844 |      -0.03406 |      56.79351 |      -3.56421 |       0.01106 |      51.94439 |       4.40909 |     300.43915 |     289.67007 |       1.00000 |     314.83517 |      51.50000 |       4.00000 |   28072.25586 |    -162.65793 |  -49547.80469 |      60.17600 |      -5.07498 |     -39.84528 |   55521.14844 |       9.13761 | 
    140.13904 |     139.95941 |     140.57391 |     140.30426 |     161.26913 |     161.76959 |     161.76959 |   -7634.66943 |     744.94598 |    3630.81055 |       0.01308 |       0.00624 |      -0.00014 |       2.10779 |       0.28336 |      56.78490 |      55.39882 |       5.65923 |      -0.04136 |      56.79645 |      -3.54950 |       0.00806 |      51.94442 |       4.40918 |     298.96341 |     288.00760 |       1.00000 |     313.37756 |      51.50000 |       4.00000 |   28078.28320 |    -163.16531 |  -49551.79688 |      60.15181 |      -5.05424 |     -39.82502 |   55544.87109 |       9.14151 | 
    140.04704 |     139.90021 |     140.51143 |     140.24452 |     161.16327 |     161.69766 |     161.69768 |  -10266.62012 |   -6784.03613 |    3698.28589 |       0.01286 |       0.00572 |      -0.00005 |       2.18191 |       0.31761 |      56.78485 |      55.39874 |       5.71593 |      -0.04812 |      56.79950 |      -3.53212 |       0.00373 |      51.94446 |       4.40927 |     297.50150 |     286.39655 |       1.00000 |     311.92282 |      51.50000 |       4.00000 |   28084.28320 |    -163.66820 |  -49555.76953 |      60.12836 |      -5.03019 |     -39.80510 |   55568.47656 |       9.14539 | 
    139.95680 |     139.84142 |     140.44937 |     140.18568 |     161.05942 |     161.62627 |     161.62627 |  -31880.58203 |   -8525.28418 |    3893.23486 |       0.01237 |       0.00495 |       0.00006 |       2.25441 |       0.34789 |      56.78543 |      55.39929 |       5.76772 |      -0.05424 |      56.80287 |      -3.51145 |      -0.00104 |      51.94450 |       4.40936 |     296.04291 |     284.79083 |       1.00000 |     310.45999 |      51.50000 |       4.00000 |   28090.30273 |    -164.17026 |  -49559.75391 |      60.10554 |      -5.00202 |     -39.78514 |   55592.16016 |       9.14929 | 
    139.86861 |     139.78316 |     140.38786 |     140.12781 |     160.95792 |     161.55547 |     161.55547 |  -32722.98047 |  -24129.07422 |    3419.43896 |       0.01161 |       0.00288 |       0.00016 |       2.32287 |       0.37015 |      56.78661 |      55.40045 |       5.81265 |      -0.05905 |      56.80633 |      -3.48797 |      -0.00652 |      51.94453 |       4.40945 |     294.59482 |     283.10812 |       1.00000 |     308.99600 |      51.50000 |       4.00000 |   28096.31836 |    -164.66908 |  -49563.73438 |      60.08321 |      -4.97037 |     -39.76538 |   55615.81641 |       9.15319 | 
